,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1633,1354184403,GTE2901,NY,PAS,06/30/2015,53,SUBN,CHRYS,P,0,0,0,20160724,90.0,90,110,350318,T110,0,0745A,,K,F,,S/S HEYWARD ST,W/O FRANKLIN AVE,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,0,,,,,,,,,,,,,
1634,1354184439,GPM6811,NY,PAS,06/30/2015,40,SUBN,TOYOT,P,89030,54830,89230,20160707,90.0,90,110,350318,T110,0,0756A,,K,O,248,WALLABOUT ST,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,1,,,,,,,,,,,,,
1635,1354184440,HCE4879,VA,PAS,06/30/2015,20,SUBN,DODGE,P,0,0,0,0,90.0,90,110,350318,T110,0,0757A,,K,,,S/S WALLABOUT ST,E/O LEE AVE,0,408,C,,YYYYYBB,07 0A,06 0P,GY,0.0,0,-,0,,,,,,,,,,,,,
1636,1354184476,L58FLM,NJ,PAS,06/30/2015,20,SUBN,DODGE,P,0,0,0,0,90.0,90,110,350318,T110,0,0803A,,K,,,S/S WALLABOUT ST,E/O LEE AVE,0,408,D,,YYYYYBB,07 0A,06 0P,BL,0.0,0,-,0,,,,,,,,,,,,,
1637,1354184490,GUR1559,NY,PAS,06/30/2015,21,SDN,FIAT,P,73570,78430,78330,20161111,90.0,90,110,350318,T110,0,0811A,,K,F,342,RODNEY ST,,0,408,D1,,BYBBYBB,08 0A,09 3A,RD,0.0,2012,-,0,,,,,,,,,,,,,
1638,1354184506,GST4537,NY,PAS,06/30/2015,21,SDN,HONDA,P,73570,78430,78330,20161007,90.0,90,110,350318,T110,0,0813A,,K,F,342,RODNEY ST,,0,408,D1,,BYBBYBB,08 0A,09 3A,BK,0.0,1998,-,0,,,,,,,,,,,,,
1639,1354184531,GDK6717,NY,PAS,06/30/2015,21,SDN,ACURA,P,53970,45130,50630,20170109,90.0,90,110,350318,T110,0,0821A,,K,F,418,KEAP ST,,0,408,D1,,BYBBYBB,08 0A,09 3A,GY,0.0,2009,-,0,,,,,,,,,,,,,
1640,1354184567,GYS9524,NY,PAS,06/30/2015,21,SDN,HONDA,P,86430,59330,45130,20170628,90.0,90,110,350318,T110,0,0829A,,K,F,347,UNION AVE,,0,408,D,,BYBBYBB,08 0A,09 3A,BL,0.0,2005,-,0,,,,,,,,,,,,,
1641,1354184580,GPT6819,NY,PAS,06/30/2015,21,SUBN,HONDA,P,45030,45930,55730,20160914,90.0,90,110,350318,T110,0,0850A,,K,F,334,GRAND AVE,,0,408,D1,,BYBBYBB,08 3A,10 0A,GR,0.0,2011,-,0,,,,,,,,,,,,,
1642,1354184609,GUU8664,NY,PAS,07/13/2015,14,SUBN,JEEP,P,0,0,0,20161123,88.0,88,110,35031,T110,0,0712A,,K,O,,N/S WILLOUGHBY AVE,E/O HALL ST,0,408,D,,BBBBBBB,ALL,ALL,BLK,0.0,1996,-,0,,,,,,,,,,,,,
1643,1354184610,GSC6964,NY,PAS,07/13/2015,20,SUBN,TOYOT,X,89030,54830,0,20160715,90.0,90,110,350318,T110,0,0720A,,K,O,,WALLABOUT ST,LEE AVE,0,408,C,,YYYYYBB,0700A,0600P,GY,0.0,2014,-,0,,,,,,,,,,,,,
1644,1354184622,ZLG5976,NY,SRF,07/13/2015,21,SUBN,CHEVR,X,54830,50530,49430,20160128,90.0,90,110,350318,T110,0,0736A,,K,F,128,LEE AVE,,0,408,D,,YBBYBBB,0730A,0800A,BL,0.0,2007,-,0,,,,,,,,,,,,,
1645,1354184634,GXM6134,NY,PAS,07/13/2015,21,SUBN,CHRYS,X,54830,50530,49430,20170526,90.0,90,110,350318,T110,0,0738A,,K,F,122,LEE AVE,,0,408,D1,,YBBYBBB,0730A,0800A,GY,0.0,2013,-,0,,,,,,,,,,,,,
1646,1354184646,GTL4658,NY,PAS,07/13/2015,21,SDN,HONDA,X,54830,50530,49430,20160819,90.0,90,110,350318,T110,0,0739A,,K,F,120,LEE AVE,,0,408,D1,,YBBYBBB,0730A,0800A,GY,0.0,2014,-,0,,,,,,,,,,,,,
1647,1354184660,LMS843,NY,PAS,07/13/2015,21,SUBN,CHEVR,X,54830,60730,57030,20150930,90.0,90,110,350318,T110,0,0744A,,K,O,251,LEE AVE,,0,408,D1,,YBBYBBB,0730A,0800A,BL,0.0,2007,-,0,,,,,,,,,,,,,
1648,1354184683,GST1424,NY,PAS,07/13/2015,21,SDN,SAAB,X,73570,78430,78330,20160731,90.0,90,110,350318,T110,0,0806A,,K,O,342,RODNEY ST,,0,408,D1,,YBBYBBB,0800A,0930A,GY,0.0,2005,-,0,,,,,,,,,,,,,
1649,1354184749,GUZ4728,NY,PAS,07/13/2015,21,SDN,ACURA,X,53970,45130,50630,20161118,90.0,90,110,350318,T110,0,0818A,,K,O,418,KEAP ST,,0,408,D1,,YBBYBBB,0800A,0930A,BL,0.0,2015,-,0,,,,,,,,,,,,,
1650,1354184750,JMR9378,PA,PAS,07/13/2015,21,SUBN,FORD,X,53970,45130,50630,0,90.0,90,110,350318,T110,0,0819A,,K,O,418,KEAP ST,,0,408,D1,,YBBYBBB,0800A,0930A,BL,0.0,0,-,0,,,,,,,,,,,,,
1651,1354184774,GUR1495,NY,PAS,07/13/2015,21,SDN,HONDA,X,53970,50630,11930,20161116,90.0,90,110,350318,T110,0,0823A,,K,F,443,KEAP ST,,0,408,D1,,YBBYBBB,0800A,0930A,GY,0.0,2004,-,0,,,,,,,,,,,,,
1652,1354184786,T650694C,NY,OMT,07/13/2015,21,SDN,TOYOT,X,53970,50630,11930,20150831,90.0,90,110,350318,T110,0,0824A,,K,F,445,KEAP ST,,0,408,D1,,YBBYBBB,0800A,0930A,TAN,0.0,2008,-,0,,,,,,,,,,,,,
1653,1354184798,VAN6855,VA,PAS,07/13/2015,21,SDN,NISSA,X,53970,50630,11930,0,90.0,90,110,350318,T110,0,0826A,,K,F,445,KEAP ST,,0,408,D1,,YBBYBBB,0800A,0930A,GY,0.0,0,-,0,,,,,,,,,,,,,
1654,1354184804,PDE2978,GA,PAS,06/30/2015,40,SDN,AUDI,P,24730,54130,45930,0,88.0,88,110,353078,T110,0,0714A,,K,F,370,CARLTON AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,0,-,6,,,,,,,,,,,,,
1655,1354184816,GWC1606,NY,PAS,06/30/2015,20,SDN,HONDA,P,18630,31530,54110,20170101,79.0,79,110,353078,T110,0,0724A,,K,O,979,BEDFORD AVE,,0,408,D1,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,,,,,,,,,
1656,1354184830,GVL6294,NY,PAS,06/30/2015,67,SDN,NISSA,P,18630,54110,54130,20161210,79.0,79,110,353078,T110,0,0728A,,K,F,1018,BEDFORD AVE,,0,408,K7,,BBBBBBB,ALL,ALL,GY,0.0,2014,-,0,,,,,,,,,,,,,
1657,1354184853,GHM1601,NY,PAS,06/30/2015,21,SUBN,FORD,P,18630,31530,54110,20170516,79.0,79,110,353078,T110,0,0736A,,K,O,998,BEDFORD AVE,,0,408,C,,YYYYYYB,07 3A,08 0A,BL,0.0,2002,-,0,,,,,,,,,,,,,
1658,1354184865,GTK2157,NY,PAS,06/30/2015,21,SUBN,ACURA,P,31530,41930,77530,20160929,79.0,79,110,353078,T110,0,0740A,,K,F,500,DEKALB AVE,,0,408,D1,,YYYYYYB,07 3A,08 0A,BK,0.0,2015,-,0,,,,,,,,,,,,,
1659,1354184890,GYK4405,NY,PAS,06/30/2015,46,SDN,TOYOT,P,63030,89330,74830,20170614,79.0,79,110,353078,T110,0,0752A,,K,O,726,MYRTLE AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BR,0.0,1994,-,0,,,,,,,,,,,,,
1660,1354184919,GMH7810,NY,PAS,06/30/2015,21,SUBN,FORD,P,93230,67030,58730,20160309,79.0,79,110,353078,T110,0,0806A,,K,F,444,WILLOUGHBY AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,WH,0.0,2002,-,0,,,,,,,,,,,,,
1661,1354184920,GSG8696,NY,PAS,06/30/2015,21,SUBN,JEEP,P,93230,67030,58730,20160626,79.0,79,110,353078,T110,0,0809A,,K,F,478,WILLOUGHBY AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,GY,0.0,2014,-,0,,,,,,,,,,,,,
1662,1354184932,V890191,IL,PAS,06/30/2015,21,SUBN,HONDA,P,93230,67030,58730,0,79.0,79,110,353078,T110,0,0810A,,K,F,492,WILLOUGHBY AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,BR,0.0,0,-,0,,,,,,,,,,,,,
1663,1354184944,GST6318,NY,PAS,06/30/2015,21,SDN,HONDA,P,93230,67030,58730,20160918,79.0,79,110,353078,T110,0,0812A,,K,F,510,WILLOUGHBY AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,BR,0.0,0,-,0,,,,,,,,,,,,,
1664,1354184968,GWT9350,NY,PAS,06/30/2015,21,SDN,AUDI,P,93230,58730,85730,20170305,79.0,79,110,353078,T110,0,0817A,,K,F,572,WILLOUGHBY AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,BK,0.0,2006,-,0,,,,,,,,,,,,,
1665,1354184970,GWM3930,NY,PAS,06/30/2015,21,SDN,NISSA,P,0,40404,40404,20170413,79.0,79,110,353078,T110,0,0818A,,K,O,150,TIMPKINS AVE,,0,408,D1,,BYBBYBB,08 0A,09 3A,BK,0.0,2003,-,0,,,,,,,,,,,,,
1666,1354184993,L32FKP,NJ,PAS,06/30/2015,21,SDN,CHRYS,P,47630,58730,85730,0,79.0,79,110,353078,T110,0,0823A,,K,O,103,HART ST,,0,408,D1,,BYBBYBB,08 0A,09 3A,BK,0.0,0,-,0,,,,,,,,,,,,,
1667,1354185067,GDV6717,NY,PAS,07/01/2015,21,SUBN,TOYOT,P,5780,5530,5630,20161202,78.0,78,110,353078,T110,0,0742A,,K,F,242,7TH AVE,,0,408,D1,,YYYBBBB,0730A,0800A,GY,0.0,2014,-,0,,,,,,,,,,,,,
1668,1354185079,GER9401,NY,PAS,07/01/2015,21,SUBN,HONDA,P,5780,5530,5630,20170313,78.0,78,110,353078,T110,0,0744A,,K,F,242,7TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BL,0.0,2005,-,0,,,,,,,,,,,,,
1669,1354185092,GNT4260,NY,PAS,07/01/2015,21,SUBN,TOYOT,P,5780,5830,5930,20160422,78.0,78,110,353078,T110,0,0750A,,K,F,310,7TH AVE,,0,408,E1,,YYYYYBB,0730A,0800A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1670,1354185110,GCJ9212,NY,PAS,07/01/2015,21,SDN,TOYOT,P,6030,5580,5680,20160931,78.0,78,110,353078,T110,0,0807A,,K,F,332,9TH  ST,,0,408,E1,,YYYYYYB,0800A,0830A,BK,0.0,2012,-,0,,,,,,,,,,,,,
1671,1354185158,GVH7474,NY,PAS,07/01/2015,21,CONV,AUDI,P,5780,6130,6230,20170122,78.0,78,110,353078,T110,0,0815A,,K,F,352,7TH AVE,,0,408,D1,,YYYYYYB,0800,0830A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1672,1354185171,GRE3410,NY,OMS,07/01/2015,46,SUBN,KIA,P,6230,40404,40404,20150930,78.0,78,110,353078,T110,0,0824A,,K,F,725,11TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,,,,,,,,,
1673,1354185183,GRE3410,NY,OMS,07/01/2015,71,SUBN,KIA,P,6230,5280,5430,20150930,78.0,78,110,353078,T110,0,0826A,,K,F,225,11TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0.0,2015,-,0,,,,,,,,,,,,,
1674,1354185225,H7899P,TN,PAS,07/10/2015,16,VAN,GMC,P,93250,54650,21130,0,84.0,84,0,346075,0SIC,0,1257P,,K,F,89,WILLOUGHBY ST,,0,408,C3,,YYYYYBB,1000A,0400P,WH,0.0,0,-,0,,,,,,,,,,,,,
1675,1354185237,GHT8786,NY,PAS,07/10/2015,14,SDN,DODGE,P,21130,50,93250,0,84.0,84,0,346075,0SIC,0,0102P,,K,O,365,BRIDGE ST,,0,408,K2,,BBBBBBB,ALL,ALL,WH,0.0,2013,-,0,,,,,,,,,,,,,
1676,1354185274,XCPP27,NJ,PAS,07/10/2015,14,VAN,FORD,P,56530,20110,77730,0,84.0,84,0,346075,0SIC,0,0133P,,K,F,131,LIVINGSTON ST,,0,408,C,,YYYYYBB,0700A,0700P,WH,0.0,0,-,0,,,,,,,,,,,,,
1677,1354185304,GAP4171,NY,PAS,07/10/2015,14,SUBN,SUZUK,P,73220,27530,29830,20161210,84.0,84,0,346075,0SIC,0,0357P,,K,F,182,REMSEN ST,,0,408,I4,,BBBBBBB,ALL,ALL,WH,0.0,2001,-,0,,,,,,,,,,,,,
1678,1354185330,GCW9266,OH,PAS,07/10/2015,37,SUBN,ME/BE,P,73220,27530,29830,0,84.0,84,0,346075,0SIC,0,0405P,,K,O,151,REMSEN ST,,0,408,D,,YYYYYYB,0900A,0700P,GR,0.0,0,301-3556,0,,,,,,,,,,,,,
1679,1354185389,GAJ9839,NY,PAS,07/10/2015,37,SUBN,FORD,P,73220,27530,29830,20160930,84.0,84,0,346075,0SIC,0,0530P,,K,F,175,REMSEN ST,,0,408,I3,,YYYYYYB,0900A,0700P,WH,0.0,2013,301-3555,0,,,,,,,,,,,,,
1680,1354185390,GTX9590,NY,PAS,07/10/2015,14,SUBN,NISSA,P,54650,50,93250,20161020,84.0,84,0,346075,0SIC,0,0548P,,K,F,111,LAWRENCE ST,,0,408,I3,,BBBBBBB,ALL,ALL,GY,0.0,2011,-,0,,,,,,,,,,,,,
1681,1354185456,XAV096,NJ,PAS,07/13/2015,14,DELV,ISUZU,P,34230,50,93250,0,84.0,84,0,346075,0SIC,0,0134P,,K,F,182,DUFFIELD ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,
1682,1354185468,GNS8490,NY,PAS,07/13/2015,37,SDN,SMART,X,31530,20530,31945,20160413,84.0,84,0,346075,0SIC,0,0150P,,K,F,14,DEKALB AVE,,0,408,I3,,YYYYYYB,0900A,0700P,,0.0,0,301-3664,0,,,,,,,,,,,,,
1683,1354185511,GNW6710,NY,PAS,07/13/2015,37,SUBN,FORD,X,56530,51030,0,20160401,84.0,84,0,346075,0SIC,0,0340P,,K,F,,LIVINGSTON ST,HOYT ST,0,408,I4,,YYYYYYB,0900A,0700P,BN,0.0,2011,301-3628,0,,,,,,,,,,,,,
1684,1354185523,XY884H,NJ,PAS,07/13/2015,14,VAN,FORD,P,20110,11800,56530,0,84.0,84,0,346075,0SIC,0,0353P,,K,O,14,BOERUM PL,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,
1685,1354185547,VEM6629,VA,PAS,07/13/2015,14,SUBN,GMC,P,29830,53830,56530,0,84.0,84,0,346075,0SIC,0,0410P,,K,F,66,COURT ST,,0,408,C,,YYYYYBB,0400P,0700P,WH,0.0,0,-,0,,,,,,,,,,,,,
1686,1354185560,GBM6871,MD,PAS,07/13/2015,20,SDN,KIA,P,0,0,0,0,84.0,84,0,346075,0SIC,0,0428P,,K,O,,S/S REMSEN ST,W/O COURT ST,0,408,C,,BBBBBBB,ALL,ALL,RD,0.0,0,-,0,,,,,,,,,,,,,
1687,1354185572,GEK2621,NY,PAS,07/13/2015,38,SUBN,VOLKS,X,73220,27530,29830,20170430,84.0,84,0,346075,0SIC,0,0432P,,K,F,186,REMSEN ST,,0,408,E2,,YYYYYYB,0900A,0700P,GY,0.0,2013,-,0,,,,,,,,,,,,,
1688,1354185584,HKX7573,PA,PAS,07/13/2015,14,SDN,KIA,P,29830,53830,56530,0,84.0,84,0,346075,0SIC,0,0441P,,K,F,60,COURT ST,,0,408,D,,YYYYYBB,0400P,0700P,GY,0.0,0,-,0,,,,,,,,,,,,,
1689,1354185717,R19AYX,NJ,PAS,07/14/2015,14,SUBN,FORD,P,29830,15935,77250,0,84.0,84,0,346075,0SIC,0,0420P,,K,F,666,COURT ST,,0,408,C,,YYYBYBB,0400P,0700P,GR,0.0,0,-,0,,,,,,,,,,,,,
1690,1354185729,XBNK23,NJ,PAS,07/14/2015,14,DELV,FRUEH,P,29830,53830,56530,0,84.0,84,0,346075,0SIC,0,0427P,,K,F,50,COURT ST,,0,408,C,,YYYYYBB,0400P,0700P,WH,0.0,0,-,0,,,,,,,,,,,,,
1691,1354185730,GAR5808,NY,PAS,07/14/2015,38,SUBN,ACURA,P,73220,27530,29830,20160919,84.0,84,0,346075,0SIC,0,0437P,,K,F,182,REMSEN ST,,0,408,C,,YYBYYBB,0900A,0700P,GY,0.0,2005,-,0,,,,,,,,,,,,,
1692,1354185766,L686FJ,NY,PAS,07/14/2015,37,SUBN,SUBAR,P,61830,48830,27530,20160128,84.0,84,0,346075,0SIC,0,0502P,,K,O,158,MONTAGUE ST,,0,408,C,,YYYYYYB,0900A,0700P,BLK,0.0,2012,301-3569,0,,,,,,,,,,,,,
1693,1354185778,GJZ4291,NY,PAS,07/14/2015,37,SDN,HONDA,P,61830,48830,27530,20160102,84.0,84,0,346075,0SIC,0,0548P,,K,F,130,MONTAGUE ST,,0,408,I3,,YYYYYYB,0800A,0700P,BLK,0.0,2008,301-3563,0,,,,,,,,,,,,,
1694,1354186000,GED7868,NY,PAS,07/02/2015,71,SDN,NISSA,P,79430,11750,5680,20170328,84.0,84,110,353078,T110,0,0711A,,K,O,199,S. PORTLAND AVE,,0,408,I3,,BBBBBBB,ALL,ALL,BK,0.0,2001,-,0,,,,,,,,,,,,,
1695,1354186011,JNH1969,PA,PAS,07/02/2015,40,SDN,HYUND,P,0,0,0,0,88.0,88,110,353078,T110,0,0721A,,K,,,N/S LAFAYETTE AVE,ST JAMES PL E/O,0,408,J6,,BBBBBBB,ALL,ALL,BR,0.0,0,-,3,,,,,,,,,,,,,
1696,1354186047,HYX6791,PA,PAS,07/02/2015,40,SDN,NISSA,P,18630,31530,54110,0,79.0,79,110,353078,T110,0,0732A,,K,F,977,BEDFORD AVE,,0,408,F7,,BBBBBBB,ALL,ALL,BK,0.0,0,-,0,,,,,,,,,,,,,
1697,1354186059,GMD7460,NY,PAS,07/02/2015,21,SUBN,INFIN,P,31530,41930,77530,20151229,79.0,79,110,353078,T110,0,0736A,,K,F,500,DEKALB AVE,,0,408,E2,,YYYYYYB,07 3A,08 0A,GY,0.0,2014,-,0,,,,,,,,,,,,,
1698,1354186072,GSH6248,NY,PAS,07/02/2015,14,SDN,TOYOT,P,31530,84030,54000,20160223,79.0,79,110,353078,T110,0,0747A,,K,F,459,DEKALB AVE,,0,408,C,,YYYYYBB,07 0A,10 0A,GY,0.0,2006,-,0,,,,,,,,,,,,,
1699,1354186084,GUV1911,NY,PAS,07/02/2015,46,SUBN,TOYOT,P,93230,84030,54000,20150705,79.0,79,110,353078,T110,0,0752A,,K,F,290,WILLOUGHBY AVE,,0,408,C,,BBBBBBB,ALL,ALL,BK,0.0,2007,-,0,,,,,,,,,,,,,
1700,1354186096,GUH6715,NY,PAS,07/02/2015,40,SUBN,HONDA,P,93230,74830,67030,20161001,79.0,79,110,353078,T110,0,0756A,,K,F,428,WILLOUGHBY AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,7,,,,,,,,,,,,,
1701,1354186102,GVC2707,NY,PAS,07/02/2015,21,SDN,VOLVO,P,93230,67030,58730,20170203,79.0,79,110,353078,T110,0,0806A,,K,F,479,WILLOUGHBY AVE,,0,408,E2,,YBBYBBB,08 0A,09 3A,BK,0.0,2011,-,0,,,,,,,,,,,,,
1702,1354186138,LTT70H,NJ,PAS,07/02/2015,21,SDN,CHEVR,P,93230,67030,58730,0,79.0,79,110,353078,T110,0,0810A,,K,F,503,WILLOUGHBY AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,BL,0.0,0,-,0,,,,,,,,,,,,,
1703,1354186140,GXM6138,NY,PAS,07/02/2015,21,SUBN,TOYOT,P,93230,67030,58730,20170603,79.0,79,110,353078,T110,0,0811A,,K,F,511,WILLOUGHBY AVE,,0,408,D1,,YBBYBBB,08 0A,09 3A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1704,1354186205,GSH3687,NY,PAS,07/06/2015,21,SDN,HONDA,P,31530,41930,77530,20160626,79.0,79,110,353078,T110,0,0736A,,K,F,500,DEKALB AVE,,0,408,D,,YYYYYYB,0730A,0800A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1705,1354186217,GSH3687,NY,PAS,07/06/2015,73,SDN,HONDA,P,31530,41930,77530,20160626,79.0,79,110,353078,T110,0,0737A,,K,F,500,DEKALB AVE,,0,408,D1,,BBBBBBB,ALL,ALL,BK,0.0,2014,-,0,,,,,,,,,,,,,
1706,1354186242,JWH7926,PA,PAS,07/06/2015,21,SUBN,FORD,P,63030,54000,41930,0,79.0,79,110,353078,T110,0,0745A,,K,F,628,MYRTLE AVE,,0,408,D,,YYYYYYB,0730A,0800A,BK,0.0,0,-,0,,,,,,,,,,,,,
1707,1354186266,JJS0361,PA,PAS,07/06/2015,21,SUBN,NISSA,P,63030,77530,18630,0,79.0,79,110,353078,T110,0,0750A,,K,F,674,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BK,0.0,0,-,0,,,,,,,,,,,,,
1708,1354186280,GTC2262,NY,PAS,07/06/2015,19,SUBN,CHEVR,P,63030,77530,18630,20161216,79.0,79,110,353078,T110,0,0753A,,K,O,684 B,MYRTLE AVE,,0,408,D1,,BBBBBBB,ALL,ALL,GY,0.0,2007,-,0,,,,,,,,,,,,,
1709,1354186308,MN4936,NC,PAS,07/06/2015,14,DELV,FRUEH,P,67030,69230,63030,0,79.0,79,110,353078,T110,0,0801A,,K,O,130,NOSTRAND AVE,,0,408,C,,YYYYYBB,0700A,1000A,WH,0.0,0,-,0,,,,,,,,,,,,,
1710,1354186310,GSG8695,NY,PAS,07/06/2015,21,SUBN,JEEP,P,93230,67030,58730,20160626,79.0,79,110,353078,T110,0,0807A,,K,F,473,WILLOUGHBY AVE,,0,408,C,,YBBYBBB,0800A,0930A,GY,0.0,2014,-,0,,,,,,,,,,,,,
1711,1354186333,GVK5948,NY,PAS,07/06/2015,40,SUBN,MAZDA,P,93230,67030,58730,20170208,79.0,79,110,353078,T110,0,0811A,,K,F,484,WILLOUGHBY AVE,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0.0,2002,-,5,,,,,,,,,,,,,
1712,1354186345,PKV4072,GA,PAS,07/06/2015,21,SDN,CHEVR,P,93230,58730,85730,0,79.0,79,110,353078,T110,0,0814A,,K,F,519,WILLOUGHBY AVE,,0,408,E2,,YBBYBBB,0800A,0930A,WH,0.0,0,-,0,,,,,,,,,,,,,
1713,1354186369,GDP4686,NY,PAS,07/06/2015,21,SDN,HONDA,P,85730,47630,72830,20170123,79.0,79,110,353078,T110,0,0819A,,K,F,166,TOMPKINS AVE,,0,408,D1,,YBBYBBB,0800A,0930A,BLK,0.0,1999,-,0,,,,,,,,,,,,,
1714,1354186370,T638412C,NY,OMT,07/06/2015,21,SUBN,CHEVR,P,85730,47630,72830,20150831,79.0,79,110,353078,T110,0,0821A,,K,F,166,TOMPKINS AVE,,0,408,D1,,YBBYBBB,0800A,0930A,BLK,0.0,2013,-,0,,,,,,,,,,,,,
1715,1354186424,GAX4339,NY,PAS,07/07/2015,20,SDN,MITSU,P,84030,93230,31530,20161005,79.0,79,110,353078,T110,0,0720A,,K,O,213,TAAFFE PL,,0,408,C,,BBBBBBB,ALL,ALL,BK,0.0,2009,-,0,,,,,,,,,,,,,
1716,1354186448,T629391C,NY,OMT,07/07/2015,67,SUBN,GMC,P,18630,54110,54130,20160331,79.0,79,110,353078,T110,0,0728A,,K,F,1018,BEDFORD AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,2012,-,0,,,,,,,,,,,,,
1717,1354186473,GDV1695,NY,PAS,07/07/2015,21,SUBN,INFIN,P,63030,18630,79730,20170130,79.0,79,110,353078,T110,0,0744A,,K,F,700,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BK,0.0,2013,-,0,,,,,,,,,,,,,
1718,1354186485,GXL4822,NY,PAS,07/07/2015,21,SUBN,TOYOT,P,63030,18630,79730,20170503,79.0,79,110,353078,T110,0,0745A,,K,O,683,MYRTLE AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GY,0.0,2015,-,0,,,,,,,,,,,,,
1719,1354186527,GMT8517,NY,PAS,07/07/2015,21,SUBN,NISSA,P,85730,47630,72830,20160227,79.0,79,110,353078,T110,0,0812A,,K,F,179,TOMPKINS AVE,,0,408,D1,,BYBBYBB,0800A,0930A,GR,0.0,1993,-,0,,,,,,,,,,,,,
1720,1354186540,GTD3889,NY,PAS,07/07/2015,21,SDN,LEXUS,P,47630,58730,85730,20160824,79.0,79,110,353078,T110,0,0818A,,K,F,100,HART ST,,0,408,D1,,BYBBYBB,0800A,0930A,BK,0.0,2014,-,0,,,,,,,,,,,,,
1721,1354186576,GST4114,NY,PAS,07/07/2015,21,SDN,KIA,P,47630,67030,58730,20161102,79.0,79,110,353078,T110,0,0823A,,K,F,58,HART ST,,0,408,D1,,BYBBYBB,0800A,0930A,WH,0.0,2004,-,0,,,,,,,,,,,,,
1722,1354186620,GGF2959,NY,PAS,07/08/2015,83,SUBN,DODGE,X,29830,56530,75530,20160131,84.0,84,110,353078,T110,0,0729A,,K,F,81,COURT ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0.0,2003,-,0,,,,,,,,,,,,,
1723,1354186722,JVH1676,PA,PAS,07/08/2015,21,SUBN,SUBAR,X,48830,70430,61830,0,84.0,84,110,353078,T110,0,0823A,,K,F,181,HENRY ST,,0,408,D1,,YYYYYYB,0800A,0830A,GY,0.0,0,-,0,,,,,,,,,,,,,
1724,1354186771,GUU9125,NY,PAS,07/08/2015,14,SUBN,TOYOT,X,73220,27530,29830,20170404,84.0,84,110,353078,T110,0,0848A,,K,F,182,REMSEN ST,,0,408,D,,BBBBBBB,ALL,ALL,BL,0.0,2004,-,0,,,,,,,,,,,,,
1725,1354186783,GXS1304,NY,PAS,07/08/2015,14,P-U,FORD,X,73220,27530,29830,20170331,84.0,84,110,353078,T110,0,0850A,,K,F,182,REMSEN ST,,0,408,C,,BBBBBBB,ALL,ALL,BR,0.0,2015,-,0,,,,,,,,,,,,,
1726,1354186795,OT5995,NJ,PAS,07/08/2015,40,SUBN,DODGE,X,73220,27530,29830,0,84.0,84,110,353078,T110,0,0852A,,K,O,175,REMSEN ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,
1727,1259666177,HVK1612,PA,PAS,07/08/2015,14,SUBN,TOYOT,P,23230,83330,40330,20150688,90.0,90,301,361316,T301,0,0428P,,K,F,774,BROADWAY,,0,408,C,,YYYYYYB,04 0P,07 0P,RED,0.0,0,-,0,,,,,,,,,,,,,
