,Unnamed: 0,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
697,1530,1376740734,GEB1811,NY,PAS,12/11/2014,20,SUBN,NISSA,P,7230,10280,10330,01/01/20161221 12:00:00 PM,62.0,62,62,943522,0062,0000,0850P,,K,O,7402,21 AVE,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,SL,0.0,2005,-,0,,,,,,,,,,,,,,-73.9892128,40.6100523,7402,21 AVE,,,,,11204.0,3205376.0,1f991b75c82e7882
698,1531,7384248012,GPN1645,NY,PAS,05/14/2015,71,4DSD,NISSA,T,43920,74990,75020,01/01/20160424 12:00:00 PM,50.0,50,50,362258,T201,B,0838A,,BX,F,3214,KINGSBRIDGE AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2010,,0,04 2,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-73.9048094,40.8812964,3214,KINGSBRIDGE AVE,,,,,10463.0,2096149.0,98b317b3a539f734
699,1532,7730471553,BZR7669,NY,PAS,08/19/2014,70,SUBN,FORD,T,73470,13430,68930,01/01/20140626 12:00:00 PM,73.0,73,73,355251,T301,O,0410P,,K,F,216,ROCKAWAY AVE,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,TAN,,1998,,0,W 31,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,,-73.9115458,40.6755594,216,ROCKAWAY AVE,,,,,11233.0,3047287.0,2a8eab838acc53e9
700,1535,8033406781,X78AKY,NJ,PAS,01/22/2015,40,4DSD,NISSA,T,13610,17230,17250,01/01/88888888 12:00:00 PM,9.0,9,9,353272,T800,B2,1053P,,NY,F,826,BROADWAY,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,8,C 77,40-Fire Hydrant,,,,,,,,,,,,-73.9909526,40.7332691,826,BROADWAY,,,,,10003.0,5175658.0,5afcc9394a4e7db2
701,1535,8033406781,X78AKY,NJ,PAS,01/22/2015,40,4DSD,NISSA,T,13610,17230,17250,01/01/88888888 12:00:00 PM,9.0,9,9,353272,T800,B2,1053P,,NY,F,826,BROADWAY,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,8,C 77,40-Fire Hydrant,,,,,,,,,,,,-73.93949040000001,40.6992021,826,BROADWAY,,,,,11206.0,3053220.0,796d3dc3b75211aa
702,1536,8033406781,X78AKY,NJ,PAS,01/22/2015,40,4DSD,NISSA,T,13610,17230,17250,01/01/88888888 12:00:00 PM,9.0,9,9,353272,T800,B2,1053P,,NY,F,826,BROADWAY,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,8,C 77,40-Fire Hydrant,,,,,,,,,,,,-73.9909526,40.7332691,826,BROADWAY,,,,,10003.0,5175658.0,5afcc9394a4e7db2
703,1536,8033406781,X78AKY,NJ,PAS,01/22/2015,40,4DSD,NISSA,T,13610,17230,17250,01/01/88888888 12:00:00 PM,9.0,9,9,353272,T800,B2,1053P,,NY,F,826,BROADWAY,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WHITE,,0,,8,C 77,40-Fire Hydrant,,,,,,,,,,,,-73.93949040000001,40.6992021,826,BROADWAY,,,,,11206.0,3053220.0,796d3dc3b75211aa
704,1540,7795856081,FPN7207,NY,PAS,01/17/2015,14,SUBN,JEEP,T,67030,26630,55330,01/01/20150905 12:00:00 PM,71.0,71,71,331331,T302,Q,0747A,,K,F,1307,NOSTRAND AVE,,01/05/0001 12:00:00 PM,408,c,,Y,0730A,0800A,BK,,2014,,0,C 32,14-No Standing,,,,,,,,,,,,-73.9498613,40.654995,1307,NOSTRAND AVE,,,,,11226.0,3144982.0,5989fff91c61e76c
705,1541,7795856081,FPN7207,NY,PAS,01/17/2015,14,SUBN,JEEP,T,67030,26630,55330,01/01/20150905 12:00:00 PM,71.0,71,71,331331,T302,Q,0747A,,K,F,1307,NOSTRAND AVE,,01/05/0001 12:00:00 PM,408,c,,Y,0730A,0800A,BK,,2014,,0,C 32,14-No Standing,,,,,,,,,,,,-73.9498613,40.654995,1307,NOSTRAND AVE,,,,,11226.0,3144982.0,5989fff91c61e76c
706,1544,7075088634,8132778,NY,DLR,10/11/2014,31,SUBN,TOYOT,T,26790,22890,21690,01/01/20151231 12:00:00 PM,1.0,1,1,356512,T105,E,0127P,,NY,F,122,MOTT ST,,01/05/0001 12:00:00 PM,408,l3,,Y,0700A,0600P,BLACK,,0,,0,040,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,,-73.99680450000001,40.7181762,122,MOTT ST,,,,,10013.0,1003475.0,7d2734069b7e7c76
707,1545,7950672882,28678JP,NY,COM,07/30/2014,38,VAN,CHEVR,T,11610,29890,31490,01/01/20151231 12:00:00 PM,5.0,5,5,359578,T101,E,0425P,,NY,F,149,ALLEN ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2004,,0,53 1,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9898749,40.7207394,149,ALLEN ST,A,,,,10002.0,1006903.0,e54d2dbe6de8b5d7
708,1545,7950672882,28678JP,NY,COM,07/30/2014,38,VAN,CHEVR,T,11610,29890,31490,01/01/20151231 12:00:00 PM,5.0,5,5,359578,T101,E,0425P,,NY,F,149,ALLEN ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2004,,0,53 1,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9898788,40.7207242,149,ALLEN ST,,,,,10002.0,1006902.0,97b4777a71d5077c
709,6678,8005557784,GLS8061,NY,PAS,07/22/2014,37,4DSD,CHEVR,T,11610,29890,31490,01/01/20160202 12:00:00 PM,5.0,5,5,358901,T101,E,1247P,1225P,NY,F,149,ALLEN ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2001,102-4076,0,59 1,37-Expired Muni Meter,,,,,,,,,,,,-73.9898749,40.7207394,149,ALLEN ST,A,,,,10002.0,1006903.0,e54d2dbe6de8b5d7
710,6678,8005557784,GLS8061,NY,PAS,07/22/2014,37,4DSD,CHEVR,T,11610,29890,31490,01/01/20160202 12:00:00 PM,5.0,5,5,358901,T101,E,1247P,1225P,NY,F,149,ALLEN ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2001,102-4076,0,59 1,37-Expired Muni Meter,,,,,,,,,,,,-73.9898788,40.7207242,149,ALLEN ST,,,,,10002.0,1006902.0,97b4777a71d5077c
711,1546,7982760624,GGU1697,NY,PAS,02/25/2015,16,SUBN,TOYOT,T,31190,36970,32195,01/01/20150517 12:00:00 PM,33.0,33,33,358590,T103,R,0156P,,NY,F,1004,ST NICHOLAS AVE,,01/05/0001 12:00:00 PM,408,k2,,Y,0700A,0500P,GY,,2013,,0,09 7,16A-No Std (Com Veh) Non-COM,,,,,,,,,,,,-73.9397553,40.8346722,1004,ST NICHOLAS AVE,,,,,10032.0,9113443.0,c75c413d319b96d4
712,1549,7050021696,CHJ7669,NC,PAS,02/16/2015,14,4DSD,NISSA,T,15920,8120,78150,01/01/20150088 12:00:00 PM,40.0,40,40,341160,T720,X,0735A,,BX,F,61,BRUCKNER BLVD,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,GREY,,0,,0,B 62,14-No Standing,,,,,,,,,,,,-73.9264789,40.8065819,61,BRUCKNER BLVD,,,,,10454.0,2001247.0,420fece3525fb1d3
713,6080,8014230050,ZDN0495,PA,PAS,01/19/2015,14,VAN,FORD,T,15920,8120,78150,01/01/20151088 12:00:00 PM,40.0,40,40,354050,T201,M,0708A,,BX,F,61,BRUCKNER BLVD,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,M 21,14-No Standing,,,,,,,,,,,,-73.9264789,40.8065819,61,BRUCKNER BLVD,,,,,10454.0,2001247.0,420fece3525fb1d3
714,6081,8014230050,ZDN0495,PA,PAS,01/19/2015,14,VAN,FORD,T,15920,8120,78150,01/01/20151088 12:00:00 PM,40.0,40,40,354050,T201,M,0708A,,BX,F,61,BRUCKNER BLVD,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,M 21,14-No Standing,,,,,,,,,,,,-73.9264789,40.8065819,61,BRUCKNER BLVD,,,,,10454.0,2001247.0,420fece3525fb1d3
715,1551,7575588450,76073MD,NY,COM,04/29/2015,16,VAN,CHEVR,T,24890,18530,18550,01/01/20160131 12:00:00 PM,19.0,19,19,356258,T103,F,0927A,0853A,NY,O,1100,LEXINGTON AVE,,01/01/20150429 12:00:00 PM,408,k2,,YYYYY,0700A,1000A,WH,,2014,,0,61 7,16-No Std (Com Veh) Com Plate,,,,,,,,,,,,-73.95991740000001,40.7738026,1100,LEXINGTON AVE,,,,,10075.0,1062143.0,3c7a5f18a50e1db5
716,1554,7044369005,FWF5372,NY,PAS,09/30/2014,38,4DSD,LEXUS,T,65590,24890,65690,01/01/20160403 12:00:00 PM,107.0,107,107,359296,T402,P,0618P,,Q,F,176-25,UNION TPKE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLUE,,2007,,0,E 42,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.79247579999999,40.7257417,176-25,UNION TPKE,,,,,11366.0,10172135.0,5ad65b897aceec48
717,1555,7764742612,ETN7759,NY,PAS,06/06/2015,21,SUBN,CHEVR,T,51090,19840,19940,01/01/20150614 12:00:00 PM,102.0,102,102,343912,T402,L,0736A,,Q,F,105-05,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,BK,,2007,,0,H 42,21-No Parking (street clean),,,,,,,,,,,,-73.84178399999999,40.6953456,105-05,JAMAICA AVE,,,,,11418.0,213760.0,04ca31fa96509206
718,6985,7084734533,82841JX,NY,COM,05/22/2015,21,VAN,FORD,T,51090,19840,19940,01/01/20160131 12:00:00 PM,102.0,102,102,347603,T402,M,0741A,,Q,F,105-05,JAMAICA AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,GY,,2008,,0,CC1,21-No Parking (street clean),,,,,,,,,,,,-73.84178399999999,40.6953456,105-05,JAMAICA AVE,,,,,11418.0,213760.0,04ca31fa96509206
719,1559,7950716472,55106MB,NY,COM,04/17/2015,46,VAN,WORKH,T,21690,25490,10595,01/01/88888888 12:00:00 PM,5.0,5,5,359578,T101,C,0223P,1200P,NY,O,568,GRAND ST,,01/01/20150417 12:00:00 PM,408,F1,,,,,BROWN,,2011,,0,40 1,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.9790036,40.7138859,568,GRAND ST,,,,,10002.0,1004727.0,32cfc085373665bd
720,1559,7950716472,55106MB,NY,COM,04/17/2015,46,VAN,WORKH,T,21690,25490,10595,01/01/88888888 12:00:00 PM,5.0,5,5,359578,T101,C,0223P,1200P,NY,O,568,GRAND ST,,01/01/20150417 12:00:00 PM,408,F1,,,,,BROWN,,2011,,0,40 1,46B-Double Parking (Com-100Ft),,,,,,,,,,,,-73.9491124,40.7110241,568,GRAND ST,,,,,11206.0,3090005.0,3828e3cdc250132d
721,1560,7960654438,GLJ4225,NY,PAS,01/19/2015,71,4DSD,VOLKS,T,23980,15650,36530,01/01/20151209 12:00:00 PM,120.0,120,120,359602,T303,E,0941A,,R,F,14,COLON AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2014,,0,03-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-74.153982,40.54960379999999,14,COLON AVE,,,,,10308.0,9100841.0,fbed986cc5ccd1d9
722,1561,7960654438,GLJ4225,NY,PAS,01/19/2015,71,4DSD,VOLKS,T,23980,15650,36530,01/01/20151209 12:00:00 PM,120.0,120,120,359602,T303,E,0941A,,R,F,14,COLON AVE,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2014,,0,03-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,,-74.153982,40.54960379999999,14,COLON AVE,,,,,10308.0,9100841.0,fbed986cc5ccd1d9
723,1564,7684938861,61695,MA,APP,11/10/2014,69,TRAC,FRUEH,T,25390,17930,17950,01/01/20150688 12:00:00 PM,18.0,18,18,355079,T102,H,0837A,,NY,F,400,MADISON AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WHITE,,0,,0,MC 9,69-Failure to Disp Muni Recpt,,,,,,,,,,,,-73.976877,40.756357799999996,400,MADISON AVE,,,,,10017.0,1030815.0,ed60ad7cf2eaac98
724,1570,8017032936,FSW8960,NY,PAS,03/17/2015,21,4DSD,BMW,T,31230,40404,40404,01/01/20151117 12:00:00 PM,83.0,83,83,355638,T301,D,1228P,,K,F,207,CYPRESS AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BK,,2015,,0,11 3,21-No Parking (street clean),,,,,,,,,,,,-73.9196735,40.7082219,207,CYPRESS AVE,,,,,11385.0,5159709.0,cf2bb5f45043fdf8
725,1574,1372332534,GEM6883,NY,PAS,08/14/2014,21,SDN,ME/BE,S,14580,67730,35080,01/01/20150320 12:00:00 PM,61.0,61,0,527687,KS15,0000,0942A,,K,F,619,AVE T,,01/05/0001 12:00:00 PM,408,D1,,BBBYBBB,0930A,1100A,BLUE,0.0,2013,-,0,,,,,,,,,,,,,,-73.9649594,40.6003406,619,AVE T,,,,,11223.0,3241720.0,3075054b67924224
726,1575,1372332534,GEM6883,NY,PAS,08/14/2014,21,SDN,ME/BE,S,14580,67730,35080,01/01/20150320 12:00:00 PM,61.0,61,0,527687,KS15,0000,0942A,,K,F,619,AVE T,,01/05/0001 12:00:00 PM,408,D1,,BBBYBBB,0930A,1100A,BLUE,0.0,2013,-,0,,,,,,,,,,,,,,-73.9649594,40.6003406,619,AVE T,,,,,11223.0,3241720.0,3075054b67924224
727,1579,7269526783,79SN57,NY,MOT,09/03/2014,37,MCY,NS/OT,T,32685,21690,33590,01/01/20150430 12:00:00 PM,1.0,1,1,356563,T105,D,0251P,0159P,NY,F,80,VARICK ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,RED,,0,132-3027,0,088,37-Expired Muni Meter,,,,,,,,,,,,-74.00597049999999,40.7234221,80,VARICK ST,,,,,10013.0,1009082.0,979ce91f5436b917
728,4777,7085792530,8225EN,MA,PAS,12/23/2014,37,SUBN,JEEP,T,32685,21690,33590,01/01/20160588 12:00:00 PM,1.0,1,1,361841,T105,S,0137P,0129P,NY,F,80,VARICK ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,0,132-3027,0,089,37-Expired Muni Meter,,,,,,,,,,,,-74.00597049999999,40.7234221,80,VARICK ST,,,,,10013.0,1009082.0,979ce91f5436b917
729,6703,7603258911,FYW3798,NY,PAS,09/24/2014,38,4DSD,NISSA,T,32685,21690,33590,01/01/20160508 12:00:00 PM,1.0,1,1,358235,T105,E,0436P,,NY,F,80,VARICK ST,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2011,,0,103,38-Failure to Display Muni Rec,,,,,,,,,,,,-74.00597049999999,40.7234221,80,VARICK ST,,,,,10013.0,1009082.0,979ce91f5436b917
730,1581,7340797804,FXT9878,NY,PAS,01/29/2015,38,4DSD,PONTI,T,30490,32490,16910,01/01/20160307 12:00:00 PM,34.0,34,34,361360,T103,R,0601P,,NY,F,79,SHERMAN AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2001,,0,15 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-74.0807477,40.639294299999996,79,SHERMAN AVE,,,,,10301.0,5000590.0,f792e9634db1fdd3
731,1581,7340797804,FXT9878,NY,PAS,01/29/2015,38,4DSD,PONTI,T,30490,32490,16910,01/01/20160307 12:00:00 PM,34.0,34,34,361360,T103,R,0601P,,NY,F,79,SHERMAN AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2001,,0,15 7,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.926231,40.8633205,79,SHERMAN AVE,,,,,10040.0,1057260.0,311721941e37de9b
732,1582,8007745348,T667764C,NY,OMT,03/07/2015,20,4DSD,VOLKS,T,76950,62120,42020,01/01/20160131 12:00:00 PM,49.0,49,49,358145,T202,E,1121A,,BX,F,924,WESTCHESTER AVE,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0700A,0600P,BK,,2011,,0,22P,20A-No Parking (Non-COM),,,,,,,,,,,,-73.8971397,40.821788899999994,924,WESTCHESTER AVE,,,,,10459.0,5181753.0,be8a936ccf61aba7
733,1587,1383929932,GRS4600,NY,PAS,06/19/2015,21,SUBN,ME/BE,S,55690,16440,16590,01/01/20160721 12:00:00 PM,104.0,104,0,538747,QW05,0000,0815A,,Q,F,79-54,METROPOLITAN AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,0800A,0830A,BLACK,0.0,2014,-,0,,,,,,,,,,,,,,-73.8723344,40.7131773,79-54,METROPOLITAN AVE,,,,,11379.0,101863.0,f329229286e5f53c
734,1587,1383929932,GRS4600,NY,PAS,06/19/2015,21,SUBN,ME/BE,S,55690,16440,16590,01/01/20160721 12:00:00 PM,104.0,104,0,538747,QW05,0000,0815A,,Q,F,79-54,METROPOLITAN AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,0800A,0830A,BLACK,0.0,2014,-,0,,,,,,,,,,,,,,-73.8723266,40.7130589,79-54,METROPOLITAN AVE,REAR,,,,11379.0,5147072.0,80d2a5818f6aa5fd
735,1589,1382302230,WTG5335,VA,PAS,05/16/2015,40,SUBN,FORD,P,32820,26610,26640,01/01/20160488 12:00:00 PM,44.0,44,44,921520,0044,0000,0250A,,BX,F,1041,FINDLAY AVE,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,BLUE,0.0,0,-,10,,,,,,,,,,,,,,-73.91440990000001,40.829498799999996,1041,FINDLAY AVE,,,,,10456.0,2004270.0,d23a9aa5ddc7fff7
736,1590,7347599726,GNF2916,NY,PAS,01/15/2015,40,SUBN,DODGE,T,13110,37370,37430,01/01/20160903 12:00:00 PM,34.0,34,34,353098,T103,X,0525A,,NY,F,31,BENNETT AVE,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GR,,2007,,8,03 7,40-Fire Hydrant,,,,,,,,,,,,-73.93608559999998,40.851343799999995,31,BENNETT AVE,,,,,10033.0,1057687.0,1bfd22ca84ce732a
737,1591,7347599726,GNF2916,NY,PAS,01/15/2015,40,SUBN,DODGE,T,13110,37370,37430,01/01/20160903 12:00:00 PM,34.0,34,34,353098,T103,X,0525A,,NY,F,31,BENNETT AVE,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GR,,2007,,8,03 7,40-Fire Hydrant,,,,,,,,,,,,-73.93608559999998,40.851343799999995,31,BENNETT AVE,,,,,10033.0,1057687.0,1bfd22ca84ce732a
738,1595,7636770465,FHY5555,NY,PAS,10/07/2014,21,SUBN,HONDA,T,46320,25770,25800,01/01/20150308 12:00:00 PM,40.0,40,40,352973,T201,I,1144A,,BX,F,199,LINCOLN AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2005,,0,50 2,21-No Parking (street clean),,,,,,,,,,,,-73.8696,40.685298700000004,199,LINCOLN AVE,,,,,11208.0,3125601.0,8955a124c2fa9975
739,1595,7636770465,FHY5555,NY,PAS,10/07/2014,21,SUBN,HONDA,T,46320,25770,25800,01/01/20150308 12:00:00 PM,40.0,40,40,352973,T201,I,1144A,,BX,F,199,LINCOLN AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2005,,0,50 2,21-No Parking (street clean),,,,,,,,,,,,-74.1060556,40.578162799999994,199,LINCOLN AVE,,,,,10306.0,5066592.0,c9325e8d45358742
740,1595,7636770465,FHY5555,NY,PAS,10/07/2014,21,SUBN,HONDA,T,46320,25770,25800,01/01/20150308 12:00:00 PM,40.0,40,40,352973,T201,I,1144A,,BX,F,199,LINCOLN AVE,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2005,,0,50 2,21-No Parking (street clean),,,,,,,,,,,,-73.9280717,40.8100391,199,LINCOLN AVE,,,,,10451.0,2001649.0,e1c37283dfcdd162
741,1597,1370536112,GFW8174,NY,PAS,07/08/2014,21,SDN,NISSA,S,8190,14440,14690,01/01/20151001 12:00:00 PM,115.0,115,0,979794,QW03,0000,1215P,,Q,O,68-03,32 AVE,,01/05/0001 12:00:00 PM,408,D1,,BYBBBBB,1130A,0100P,GY,0.0,1994,-,0,,,,,,,,,,,,,,-73.8987431,40.7565309,68-03,32 AVE,,,,,11377.0,29348.0,b38ff4219bc56a12
742,1601,8008880648,867ZKX,CT,PAS,12/30/2014,21,SUBN,TOYOT,T,45030,43330,72930,01/01/20140088 12:00:00 PM,88.0,88,88,355251,T301,O,0956A,,K,F,425,GRAND AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,SILVE,,0,,0,Q 31,21-No Parking (street clean),,,,,,,,,,,,-73.9616124,40.683145,425,GRAND AVE,,,,,11238.0,3071761.0,0b2f5ec4b60f8a5b
743,1602,8008880648,867ZKX,CT,PAS,12/30/2014,21,SUBN,TOYOT,T,45030,43330,72930,01/01/20140088 12:00:00 PM,88.0,88,88,355251,T301,O,0956A,,K,F,425,GRAND AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,SILVE,,0,,0,Q 31,21-No Parking (street clean),,,,,,,,,,,,-73.9616124,40.683145,425,GRAND AVE,,,,,11238.0,3071761.0,0b2f5ec4b60f8a5b
744,1603,7638729948,18822MA,NY,COM,03/05/2015,19,DELV,INTER,T,52090,16540,16640,01/01/20150731 12:00:00 PM,102.0,102,102,331801,T402,H,1226P,,Q,F,80-45,KEW GARDENS RD,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,RED,,2007,,0,01 4,19-No Stand (bus stop),,,,,,,,,,,,-73.8299251,40.7133615,80-45,KEW GARDENS RD,,,,,11415.0,5174901.0,2160c57fe56f55bf
745,1606,7085118090,GDE6541,NY,PAS,04/17/2015,38,4DSD,MERCU,T,26230,35230,35280,01/01/20170131 12:00:00 PM,70.0,70,70,361284,T302,N,0129P,,K,F,1027,CHURCH AVE,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GOLD,,2003,,0,09 3,38-Failure to Display Muni Rec,,,,,,,,,,,,-73.9695261,40.6470287,1027,CHURCH AVE,,,,,11218.0,3154817.0,7e52750eabade174
746,1607,7428777173,16222TC,NY,TRA,08/27/2014,10,T/CR,PETER,T,15710,35450,35470,01/01/20150131 12:00:00 PM,20.0,20,20,346086,T103,F,0943A,,NY,F,503,COLUMBUS AVE,,01/05/0001 12:00:00 PM,408,b,,YYYYYYY,,,TAN,,2013,,0,33 7,10-No Stopping,,,,,,,,,,,,-73.97283929999999,40.7852634,503,COLUMBUS AVE,,,,,10024.0,1027901.0,75cf962ca4782b3e
747,1610,7688776338,15330TT,NY,TOW,01/20/2015,10,TOW,PETER,T,10690,7940,7850,01/01/20150630 12:00:00 PM,108.0,108,108,358867,T401,N,0127P,,Q,F,30-18,HUNTERS POINT AVE,,01/05/0001 12:00:00 PM,408,b,,YYYYYYY,,,OTHER,,2012,,0,O 41,10-No Stopping,,,,,,,,,,,,-73.93762170000001,40.7403973,30-18,HUNTERS POINT AVE,,,,,11101.0,4532.0,a88cbe15568e7324
748,1611,7688776338,15330TT,NY,TOW,01/20/2015,10,TOW,PETER,T,10690,7940,7850,01/01/20150630 12:00:00 PM,108.0,108,108,358867,T401,N,0127P,,Q,F,30-18,HUNTERS POINT AVE,,01/05/0001 12:00:00 PM,408,b,,YYYYYYY,,,OTHER,,2012,,0,O 41,10-No Stopping,,,,,,,,,,,,-73.93762170000001,40.7403973,30-18,HUNTERS POINT AVE,,,,,11101.0,4532.0,a88cbe15568e7324
749,1616,7237152567,GXR2588,PA,PAS,11/15/2014,21,4DSD,SUBAR,T,64730,10030,10080,01/01/20150488 12:00:00 PM,62.0,62,62,357041,T302,J,0716A,,K,F,7020,NEW UTRECHT AVE,,01/05/0001 12:00:00 PM,408,d1,,Y,0700A,0730A,GREEN,,0,,0,W 32,21-No Parking (street clean),,,,,,,,,,,,-73.99912359999999,40.6192715,7020,NEW UTRECHT AVE,,,,,11228.0,3202483.0,82178bdf8901d4a8
750,1617,1378029112,ATK7415,NY,PAS,11/21/2014,78,VAN,DODGE,P,53420,32420,28260,01/01/20150826 12:00:00 PM,47.0,47,47,945084,0047,0000,0145A,,BX,,1444,NEEDHAM AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,0,-,0,,,,,,,,,,,,,,-73.8495204,40.8791593,1444,NEEDHAM AVE,,,,,10469.0,9107338.0,ebac57e88d84c015
751,1618,7576366199,51768JW,NY,COM,02/26/2015,19,VAN,INTER,T,65320,8020,76950,01/01/88888888 12:00:00 PM,41.0,41,41,361790,T202,G,1215P,,BX,O,1051,SOUTHERN BLVD,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,2007,,0,03A,19-No Stand (bus stop),,,,,,,,,,,,-73.8920865,40.8241823,1051,SOUTHERN BLVD,,,,,10459.0,2011190.0,8b353b24f833235d
752,9324,7686725789,P46CRM,NJ,PAS,03/12/2015,46,SUBN,BMW,T,65320,8020,76950,01/01/88888888 12:00:00 PM,47.0,47,47,361823,T202,G,1024A,,BX,F,1051,SOUTHERN BLVD,,01/05/0001 12:00:00 PM,408,f1,,,,,BLUE,,0,,0,03A,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.8920865,40.8241823,1051,SOUTHERN BLVD,,,,,10459.0,2011190.0,8b353b24f833235d
753,1619,7647583475,EHY6096,NY,PAS,08/16/2014,46,4DSD,VOLKS,T,77150,48020,8320,01/01/20160728 12:00:00 PM,47.0,47,47,358223,T202,D,0418P,,BX,F,2563,WHITE PLAINS RD,,01/05/0001 12:00:00 PM,408,f1,,,,,BL,,2002,,0,11P,46A-Double Parking (Non-COM),,,,,,,,,,,,-73.8675653,40.8650261,2563,WHITE PLAINS RD,,,,,10467.0,5182073.0,c0c2efa60f6c4fc9
754,1628,1380302237,12221TC,NY,COM,03/04/2015,46,TRAC,FRUEH,P,10210,18630,18650,01/01/20150331 12:00:00 PM,19.0,19,19,932402,0019,0000,1123A,,NY,F,1456,3 AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,RED,0.0,2005,-,0,,,,,,,,,,,,,,-73.95580859999998,40.7766318,1456,3 AVE,,,,,10028.0,1037480.0,98c9b58364d35bc5
